GameNum;GLOBAL_ALPHA;EPSILON;SUCESSRATE;TIME;
0;0,00200;0,20000;-0,56250;.944;
100;0,00200;0,20000;-0,50000;01.460;
200;0,00200;0,20000;-0,50000;01.891;
300;0,00200;0,20000;-0,07000;02.321;
400;0,00200;0,20000;-0,02000;02.745;
500;0,00200;0,20000;-0,01500;03.186;
600;0,00200;0,20000;0,00000;03.658;
700;0,00200;0,20000;0,00000;04.089;
800;0,00200;0,20000;0,00000;04.568;
900;0,00200;0,20000;0,00000;04.986;
